Contract Address,Arbitrage Profit (USD),Arbitrage Volume (USD)
0x92a3aff7445e3f25f42540d16884e662c3da02cb,105.4097135,8327.367369
0x70321e9d53d5342c82f2563c686a2768880d8837,103.7261221,821.2851438
0xc66f2967b0d8dfcb543a3fe400aa906bd4ff341d,103.0325898,2698.694614
0x2619b859eac59b6d9f2e47436b0f57a07cfc7468,98.24279749,104.9129245
0x524a185179cd9790655bf6dca9e0a6b2338e68e7,94.43796022,7460.598857
0x12e8ff5afe18389f6d0a1bf1ad9f6d7033ae3a3c,92.56700728,7312.793575
0x5e3aeade3221a1e716ee21364559be83ee696eeb,91.11193278,7197.842689
0xd7a387211c55a01fe86e1ca0bd7f623ff87cd0c1,88.70742591,7007.886647
0xd00df8d81a66654866fe7e8a39ef42ed0622f847,87.67101724,1000.070213
0x65ff7b460dff1dfd95c98a98190b15c54f40fd48,87.55750349,160.0668111
0x5a06d8c37aace8a1cf5739c33a279d7aaf722856,87.30787776,1114.21731
0x8825e10f007720b318938185c32bdf9a6b82524d,85.66575248,1936.193349
0x1e6c02d4f25dff92b8355abbac1b9522e0a7e8e9,84.61830299,6684.845936
0xba8f8e5c8763ac6eb7aa77ac9268e9162a686648,80.32531685,3438.868669
0xb9cb7f95139001470cd480d0eaec83b5d8fd5dc2,80.02886459,6322.280302
0x9223f4702d712f6a0a8b2c8671e1f66be6cbad21,76.08572208,6010.772045
0x1064aa646a7aedbd40816fc0c35e044d0244a764,74.93815763,5920.114453
0xe6c3688337a33a61226c625f3f4ed785edf570bf,74.05360582,5850.23486
0x7dc241bc8687015644b278deb956ad5020dc63c2,73.39738974,217.6677703
0xb9a5edecdacdbd76791ce6bd3affbf4197e4d990,73.16924762,5780.370562
0x00000000ade08af100067334ea00e285a37e00f2,73.13118222,351.8068022
0x6a4e4e982baa4e80054963a21105395f53312257,70.98689921,5607.965038
0xcca11a8edb05d64a654092e9551f9122d70ea80e,69.48635495,5489.422041
0x92e9b91aa2171694d740e7066f787739ca1af9de,66.22833301,5232.038308
0x4aed25296f6d4445888754895f8f3f235f474913,65.16717312,5148.206677
0x970709b2a237f2d6ff2306d9db1b86fc215f7113,64.89271329,5126.52435
0x9a1e562285030d2fd59223492f6173c5eae85b1f,64.02309167,5057.824242
0x411150bf77260f446e6ac5c182981b949ab9502e,62.33974348,4924.839735
0x5d0d47f2eea897c2c56f79ff18ce0e3eb24bdd71,61.56604989,4863.717941
0x639bb215b1b243561a9f19c13a1db3db0919fd60,59.9468564,4735.801656
0xf706d0130343b1f5c0175803250c4ff32182bfc5,58.55180531,4625.592619
0xb8d586c8f04c343f6ec59a523d55dc8f0bf0f524,57.51591737,4543.757472
0xbfb4d7570b5afe6bb10e026749c695dda03cf3fd,55.76190273,4405.190316
0x5786ec177be57110cec0cd1b742bdacd6e1fb42e,55.74775506,4404.07265
0x31b90f6d1c91ddd34aec85accf217297a5852d5c,54.97754343,5393.570481
0xf7ac4701ee00bb188d3c2c847721fd894a9ca501,53.89031056,4257.334534
0x7bf8246e1fe2cf3c0eb0deac68214aa691712675,52.80741506,135.6185185
0x891e87c3d47595f677055ae01a7ec2df2365c559,52.37541712,4187.670953
0x2726b9c2638f64aa6d712298200ed60ae49fe159,51.61210675,4077.356433
0x79ae3210aa7b4523767667915cd44c27215e1d95,49.20296116,52.98662258
0x45b3029f74d840140edb52e26ec0e193ca19713f,49.05231663,168.1563668
0x21971a44a4a7d61a8ca97319661179c7719ebc85,47.31056147,51.09422288
0x9af991c12c185a688f05f62ed129134436610138,46.45646255,3670.060542
0x0dec2609f6c06ee75c11c96d6d4f8be9519ae0f7,45.99459756,161.2775547
0xc70f1fdc21eab03bcf55c12e365c30da93f6ac92,44.86783995,3544.559356
0xa03c66107d533f91fe40849a09c9faaf63af5bc0,44.00597041,3476.471662
0x29f1327bb1d97c50ac4b62d7686de154d40d207a,43.8177223,3461.600062
0x564abaf3c606a90838894d93ee1de2d0b72161cd,43.16548675,3410.073453
0x7b5da006d1e4a655f9f7b2001461f2f8adebaba9,41.19231824,3254.193141
0x6b929fd60c3d524df5f7119156f1e85e50a4bcd0,40.78489323,3222.006565
0xe00f3a94fec61b53d804249c507ec10df4dbc39b,40.24308619,3179.203809
0x2d0fc432c5a6475995051dc677aaf359db8f6093,37.37319038,2952.48204
0x6fefff5f795aa546caf6a2689f96523a6df4a177,36.98340433,39.56265185
0xb610bcc876650528c83f931727d625dc91905fbd,36.56396787,2888.553462
0x1ad5849ea9b00b71cbde6800c449b736b5d35f91,36.05138769,2848.059627
0x9d080e2d8fa2f5df124214d4ee7ddc6ace792124,36.02936546,2846.319872
0x338d72af474451ab25fd5bfdf554a9fc699466c7,35.62389421,2814.287643
0xe02816dfaf2cec20c6f28f721ef6a75b5a455dc7,35.34603962,202.3174578
0xfc193599fa211539d85b3925d62ff351885f112b,35.32230749,2790.462291
0x1a7d7e6abea492e7b9a3cae667f468c72e884671,33.66728805,2659.715756
0xc4a72063c03e77893b2f0181ffd22b34cab170fd,32.82906799,2593.496371
0x7cabb73f5b840b245ec2528751445da1f6dd7eee,32.18242669,2542.411708
0x0dd70e248a98c9cebf1431048f593eb1cca3ef43,31.92448552,2522.034356
0x2ab03b6e2b261f542569b8f016eb48d302c1e4aa,31.13720032,4303.024514
0x5a6509e29f8831ffbf4582dd8fb470beacec5c98,30.687557,2424.317003
0x561f633b58662ff9d64715ee3bd21c2fcbb6e464,29.64912787,167.5048897
0xdb01fedf75c733a46ae97676445b6180d8826455,29.31342983,2315.760956
0xd91dc7c83bd01b91cb25019dfc4e35bc6faab814,27.98938298,3703.679594
0x6fb417bdb22201b31e1149a435c1d8e63fdbdc15,27.78283162,2194.843698
0xea4e40f8d11ffe1ee6368ca193e508578ac7e56b,27.64438261,2183.906226
0x7979a2af19284c24147bdcfb85bb2150ddf2c050,27.45999102,2169.33929
0x0b54a3de68e0515cb85e44b4c688cb41e35335af,27.43435209,2167.313815
0xe3b335736c504d7a9c321b479be5cf1c6defb21a,27.30432811,2157.04192
0xb4a6905784fe9bc4a12e74c63ced9395067d51ac,26.6444859,2104.914386
0xfa4dc543531b5b176ebd03209d4b18b575f76a52,26.60995927,2102.186783
0x35f2281416437a6e3f84a459673f7a755bcc9310,26.60789206,2102.023473
0xcdb44da25f2b8beabac777dc1483c381cf1396ae,26.25625903,2074.244463
0x0551eec9820a6cd9fcbc10526c09f3f659a9b8f8,26.22477007,2071.756835
0x5bae2a4e9fc9f0c8e4ea60aaeb668d51a8b40bcc,26.15392007,2066.159686
0x77d67811527acdf2fc5c9748cfba0ee9013c2891,26.08553388,2060.757176
0x22c5c3e8b3c83a69d57d8919a9ae06668a5c005c,26.01561903,2055.233903
0x30784ec9b03c039ebb880e3936538e652b1cf5ba,25.88362135,2044.806086
0xb5497427ac120c734a76be1b85a82156447c7e78,25.65265895,2026.560057
0x848be80dc7c2997fa6d7f53f7a90e3c35659ef1e,25.41197144,2007.545743
0xfeb5fe0f5173ad18bf74145007540dd3724ee24c,24.91739926,1968.474541
0x7e5ab36876a267560e7191cedbe99ee7bc04bc30,24.70571988,1951.75187
0x8300f444462e55d11dba5823a1584badfc293fd9,24.56017258,1940.253634
0xd4ae63878f66b41c4a460266357c67811a07e75d,24.39371254,1927.103291
0xe43aa34ee3bf322a680c708eea5e64a9e4a99ed3,24.30331242,288.2871275
0x6fac5001873fbcb930678a61f34e5ad456c284cd,24.26454631,1916.899158
0x7d0051dd1b619fb0ddf77d61bd7131c5be5cda08,24.24674308,2958.117961
0x311399b3d6f728973bfe8ee06b11ea3aa67b0859,24.06742189,1901.326329
0x7912b5866df9de1bc8d8c2447498ac8366a7e8ee,23.83365223,1882.858526
0xd3cac994f3859d502285d3205f4cf5c9b98b6a86,23.46051359,1853.380574
0xa19b108df3c098875daa3c3dbf57b05521ba1a2a,23.3000414,1840.703271
0x566f193d80c76a324cf5e521d62657f4c4d4ccc5,23.22823128,1835.030271
0x3565a3aaf9d01061ca79356de5bd2b531a1b72b9,22.89740143,1808.894713
0x1f6a3a667b6c5234a4b621955964f9bf80728069,22.09732518,115.73303
0x257b475199f28ac83d07196cabb618700067e285,21.98466423,1736.788474
0x50d12e66195a67c80531f251ceac41e7e5e67340,21.95692699,1734.597232
0x73a987534554c733b8f2af86ea7e9a70f4cde222,21.93509264,85.42970405
0xb35b030a7a453941dc8236e1fc9cc4da2601b035,21.82492742,625.8794871
0x93ec07ba1648b54787748d6e960a66ee442b8424,21.71681718,1715.628557
0x46a20d31fb68626fde838829a455d31468367855,21.29457719,1682.271598
0x038b97d549bf4d3cfa4e116a7f6ed257249001c5,21.03574711,1661.824022
0xcabb9897de403d75f7f6cc066eedfa3a9c5be8cb,20.98106357,1657.504022
0x84bf008729f50c4d4f9ecbf1ab528c232dee1b57,20.90540815,1651.527244
0x79d665db3cadd6743c03542fff840e740b3c17d2,20.57885089,1625.729221
0x6cb8544cd4f894837e727af1e4ca65387dcf6338,20.20843158,1596.466095
0xe823c48f73f6e50ba3a123161c5920d17f66ad89,19.53765528,1543.474767
0x5284b0ba212a1f94246afdf3ceb892441d1e3434,19.51227175,1281.305845
0x084c2c02a1448dc79692d8908648cca6d5e0b1d1,19.12113237,1510.569457
0xd6ca3ffe8f3ce2553ddf779087ecc7a2ba7f9f52,19.03759859,1503.970288
0xeb86e881f7fa952622e8f99d6f92e88602a30df6,19.02274678,1502.796996
0x4452b106f1c89a8d560986a516fadf432cb3196d,18.74987669,1481.240259
0x5f820910c838209d132d6cd869126d56d8165bb0,18.58258502,1468.024217
0x907854ac2768a1a923f15a1345872c149b774e4d,18.55968496,1466.215112
0xdc2462fb375bde1454017293eace4df1a58f57e0,18.06413951,1427.067022
0x385df8cbc196f5f780367f3cdc96af072a916f7e,17.68225015,18.03589515
0xa5dfe60d8300bdbd50fbab06aff0180cb6a798fa,17.55882294,49.30383147
0x1259a5c3d6a30a18ee1e04daa2c6e43d4c442632,17.51376989,1383.587821
0x67c2952229d829b8bc40ba3c957e943d884fc739,16.78377709,1325.91839
0x7b51c87167f50418c6fc1d077ba09318796fa563,16.53969302,1306.635748
0x3c080540159fb2f21bfb11da634063f69baf0ed7,16.32441933,1289.629127
0x10763e8429df73ec5ebab34157fa7f168d07eefd,16.23855512,61.04474752
0x643dfc6542186a47d029448ae0a7f2c6dae7f3f0,16.00577292,1264.45606
0x277924392b9911409d67708681ce4e39a982923e,15.85792698,1252.776232
0xf55440d1bc4819f8d4482a6b71f2ccaa7f157c99,15.8228498,1250.005134
0xadb52c0ae4a3436cfd91c56e9cd9a8746ebb959a,15.53151897,1226.989998
0x4b0c1beea2e8a8197fc48b0425a50a7204412989,15.26466447,1205.908493
0xf93f5436d997920129cc9697f0667801c577e847,15.09402453,1192.427938
0x7afd5607bb47fcea710c307841fec04071070d37,14.78006247,1167.624935
0x90fb70f25005899b4ba4da3692122faeaf8c3daf,14.69012078,1160.519542
0xd5d1ccecbe3c6b19c6ec95f2b772e9cb9d65e209,14.53223271,28.03708936
0x72dc74c1a82990daf14d0c9f372a9fb8d172059a,14.44795985,1141.388828
0x9d6081625c26b2469fab3020bcb7450711832246,14.40519563,1138.010454
0xbc36edf690cc29ec3ae45b75b21e142315631268,14.26087314,1126.608978
0xc8686783ffc680006e7f6e1da123e7ce32273146,14.23426013,1124.50655
0x28b75decff49422b23e10f842b53af6934f91df8,14.11646861,1115.20102
0x7233581a7380acd4510dc5ffbdf9bbba348da1cd,13.99282584,1105.433241
0x3500962dc595428ded6ae0b943e6f81496950969,13.88505109,1096.919036
0xf8ba67af2f7300e378ce293452cf56d84785c28b,13.88505109,1096.919036
0x8a4edbd1a9004355038b54aec415ee797452851e,13.86221028,1095.114612
0x2eeeffb80c17bfacdd31783f49ef5f30a37bf300,13.79468972,1089.780488
0x35c5e58f050670921745c72f190b476c6838931f,13.52594745,1068.549848
0x9ec3ea35856c3047e4e3f6f5fa7895704110f9bb,13.32053571,1052.322321
0xb05dd7a9b6dec20f6c48bc8d2b88e57440dcf86b,13.26238344,1047.728292
0x4cec924686aa44056eb36064abe887d6af0d7cff,13.17903551,1041.143805
0x5451a0302d1799da199dfa2f33c1bc0c5b711ff4,13.17415619,1040.758339
0xb0c591e5d706b304894fc7188400ed46c135ec5c,13.15375069,1039.146304
0x3d2996ae16006101abd515b11b6a836ce254507c,13.12016071,1036.492696
0x7e8ba3fa5f0102004e734437f18eb2de612c3187,13.04699147,1030.712326
0x300736a2c7eacac5524930aff74779ecb2c775ed,12.95276009,1023.268047
0xdd52d2c867d387e29723c5636f8d19dd5c5e70f6,12.68622448,1002.211734
0x74d94df086ea4d15b6641874cf73c618330b2b3c,12.49351875,15.07034219
0x52a0e299cc41035ce70df5bf48b95e7714220ef4,12.36357315,45.05831353
0xef76cf033f7fee8a75c7b0458f138122b38c0b68,12.34731054,975.4375324
0xaab4667dd4a832e2a8072e51d527af07425da7e0,12.31196249,972.6450368
0x27c5932ee1b0873e67279066be914d46203fc738,12.25584898,968.2120692
0x9ad82cf8411e352cdd771febe5f60cb4293a1077,12.1733527,961.6948636
0xd9dcc3e5f57952534e359f094abf29610e59097a,12.08050871,954.3601881
0xbc8819c1821bc52b5d30d2dd52f0cb6110510005,11.98841221,947.0845644
0xbc93245fcb01b5aa86e0ef87aa4819899db3a24b,11.84639795,935.8654381
0x916308fc74a7b2237b13413907ed60989f9f9254,11.72754436,770.1087462
0xcfa21daf293c009025eaf539db7f53dcf5e33f45,11.66808334,78.61613725
0x3fb65feeab83bf60b0d1ffbc4217d2d97a35c8d4,11.6605721,921.185196
0x27f33f5af3125c7488051134872e6e7a3c5a644a,11.57087591,914.0991969
0x6bda3f98afdbb5d05a490692b0095137943c6f43,11.57087591,914.0991969
0x9fa7bb759641fcd37fe4ae41f725e0f653f2c726,11.5003765,908.5297431
0x40fa4987daaa6350c758833b90cfac96744c35ba,11.12825853,879.1324239
0x4d380aec34583e50f4e8df9013160ac8e9b4e3fc,11.01117832,32.79399903
0xbe5af86e3179cdf0cc68aaf7035f7602fa56a891,10.99846092,868.878413
0x81af0cbbca81903c502ea642b3a50e6d5a0eec9e,10.97394558,866.9417011
0x22c7972ae542e2f8d21bfd3161b3a2a4be33dc2c,10.81744603,854.5782364
0x2420d61b30ebecc787fc4ca27f1e0b75037fdc68,10.2953591,813.3333689
0xfc292268d4fa9d777122505abed910ccbb7ed4d2,10.1823708,804.4072932
0x005fe151d9185a30a11b3fc7233ca3b2cfee7ec5,10.1662989,803.1376128
0x5856e31484aaa38e51f670636082cd86c5a709cc,10.15511149,802.2538079
0x287edff076ee974ff05af79f6662911dc0f20158,10.07026625,795.5510341
0x2f0df65c444b35b3cbce0efaecd9c9750612e136,9.661848691,763.2860466
0xa1c2ff024c313088ac9ec47ec68c67b2b5478035,9.539341577,753.6079846
0x6f0ceaac10724cc048849d4c742eb9e38e46a001,9.398609997,742.4901898
0x61d0ec3b806e4ae7a88abd82b9aaaa21f1e15d18,9.374675892,740.5993955
0x036eff96a00b461bf86cdfb6cf1fbee08e9e3be6,9.256700728,731.2793575
0xd2ce17b0566df31f8020700fbda6521d28d98c22,8.826727885,697.3115029
0x15374a7e0083c1067dd22995ca1256fa2b97ad55,8.551655816,675.5808095
0x73d94cda62fbe0d7c016e96a330d2052fd9c6e2c,8.476823691,669.6690716
0xf71c76f3449bc86997b69f0cb3702dcb4e01a9c3,8.395415658,663.237837
0x89baae9021db2625b1b41277bf1f5d96c9c91ce8,8.284747151,654.4950249
0xd4d5d407e441471bc595271a5de00cc7424bde60,8.007267507,18.12963044
0xb1e12a8c27de1420b9c02a883be09295f5554e63,7.454574409,588.9113783
0x7b3280eac76c53e684fe739509cfbc18c5ed6eaa,7.408386322,585.2625194
0x9899d7bf766455594f78491c1c31834781910e47,7.362655542,581.6497878
0x3bc7b87f8b153bf91ef1ab6bc68b7bc859960f9d,7.203074519,569.042887
0xecd5c43a34a06c2f2cec4a5fd1eaf5b00f8dfed3,7.173943064,566.741502
0x46c2d1d25426936fc5d01944e6050298661822c5,6.996179715,552.6981975
0x5bfec9629eec534eb128df9a2e9db7ab4c7b9497,6.996179715,552.6981975
0xb218689535d69bb09147a7906631d9613f0655c2,6.849958538,541.1467245
0xafa1bea94b511053c0e812189bbe89149152e8e0,6.837710787,540.1791521
0xdd9f54202862648b872da6c99896208bca32ed58,6.809418134,537.9440326
0x03b02df8df6ee963b27787fce9ce7817544a5f10,6.774634024,535.1960879
0x7daab725e8c2698bc8788b2e017623e53b9dddd9,6.73345761,531.9431512
0xc056648214f386ce7b173394c32d2b96b0cfc4b4,6.61854102,522.8647406
0x475831aa15918bd502e982dd41a62898887257b4,6.600759569,13.61296958
0xd6d6d4f25700ed29a9e1e20a60f4857da6c85a64,6.575884074,595.8952434
0x396b002ec9123610e1e5990d8766c2a08ede8e37,6.52879049,54.13557241
0xd41098dce87112365a43e2a3a500566c0b10c6d9,6.248272991,493.6135663
0x484ec62385e780f2460feac34864a77ba5a18134,6.207943467,490.4275339
0xf715623bef9f5360a9f7c8afe492f6eb91e12655,6.155705984,486.3007727
0x1c1c9301509cc58a9af37ae75569b52160a29326,6.147776321,485.6743294
0x8152f17d66579566ded4aaeb3be260abcbe83c1e,6.091340472,481.2158973
0x9bd03673f9f3db5037cd839e96675b047eed143f,6.082193709,480.493303
0x79c4213a328e3b4f1d87b4953c14759399db25e2,6.072858512,479.7558225
0x0c74f75c1c696f6c5453b85e0ffed494a3b2f419,5.999043359,15.99744896
0x832e81b8e924ea8f4785e2218dbae50463fae295,5.739154451,453.3932016
0x64dd15d1faa5d3b24af65be3a77410603c9e60d7,5.610576913,443.2355761
0x0c9e25f360807da04549a69baec94c9fda1d41a7,5.584066799,441.1412771
0xf37a0b3fe3d776010f5b648a4050a7017e5612d7,5.513628333,435.5766383
0x39efd9a9e3a1202e3c8000405855d41cc652e411,5.481862581,433.0671439
0xd221734b9add3699e8cc7a790fb18ed967ba95d5,5.480939833,432.9942468
0x7a398db639e2e0077cfe669d13dfdd660477fa6f,5.182661216,10.70258424
0xdadd6eb988ce8384e571b68ecef401ba4e39de53,5.110210881,403.7066596
0x4dc6d3e6b69bedd9366bf4c38d7a22b1a423627d,5.099374311,402.8505705
0xeae59890f7787b05d0c6375651cd59920afb0576,5.030385774,397.4004762
0xb44f5a494fbbafa10410ddeb8c1394700cbbce40,4.995527827,72.78228509
0xd97af65dbcfe106e59b9e57104cc5565a85266f6,4.981279957,393.5211166
0x694f51ea6a7a2c4c42fd772d890a3fa68ebe49b5,4.879317109,385.4660516
0x512f8a5bd421f1c34f3d52aa5bf9778e0cf44a34,4.843318532,382.622164
0x0000000000146084c2be594855d9e8a43488de1b,4.745332005,63.3359963
0x5ab2d1f5069dd2f9aeec3b0a8e923b1cdbe7fc44,4.710270316,372.1113549
0x47d56ffacef9fb46738715fac6388297d51cc916,4.707495155,371.8921172
0xcf00f063f9c57613010701ec0dd10b732f371684,4.70240397,371.4899136
0x74fa1be357bc182c88ba77e771a5502e2b271f1b,4.645646255,367.0060542
0x5fc7bc772447efeb988d244ca2343c966b1b0c02,4.643402959,366.8288338
0x5f67ffa4b3f77dd16c9c34a1a82cab8daea03191,4.53695066,358.4191022
0x324b303d930831bab27b8458428f10ec1b4285cb,4.527347197,357.6604285
0xdee1e28df69607379f34398745c3a65a49b03f82,4.499908729,355.4927896
0x9a5205805a825c76a3ef3947e4d41f31bdc6a37b,4.427196789,349.7485463
0xc9a91327347b2a884594b8d62257b85d34e6e252,4.315828395,340.9504432
0x5c95a4c6f66964df324cc95418f8cc9ed6d25d7c,4.197707829,331.6189185
0x865486e7d898e2257761a43ad56731ac85193451,4.18108163,330.3054487
0x665df2dfc3b6f26e6803e85b917aee629ebd4c75,4.135089732,326.6720888
0x4083d4ef32631ed3394cc1b11efb03ceebcd2f6c,3.98595549,6.64325915
0x687a990c2e81de7bd148f255c083328172289a8e,3.980381313,314.4501237
0x7bcfe069b5c63d69cfb82b1f1d3c4c6b0729fec6,3.932199204,310.6437371
0xc444ad2a4c03f72320346b07d4fece47b7ab2824,3.823143409,6.21450976
0x8e2d8f6ce901d9c558f30690fb52ea864a49bb75,3.703605961,292.5848709
0x1f765f280274e15456142050fdc710bb8eb56912,3.700139029,1476.355473
0x1fdd1e5c2b61d4fe0f2dbde24148bbb1a19f70e1,3.625101911,290.6065142
0x202c05cf01d9db2b44b50ba7827a001755305591,3.559628465,281.2106487
0xe7d11068194219f6fcfa8ff1cc2237ac9c6404c2,3.515099873,7.03903052
0x19c6f06d3ca908f1b276c13e0e0166bd830d992c,3.501956251,276.6545438
0xf33a30f4a7bac84fa42eb8baa9e8d84018ea6277,3.413288502,35.44505206
0xddfb9309d70c7f26aee14f350b240586e6f26e7e,3.397345924,6.770462243
0xac3371936de69e98071dc7c615e783234ec0b53f,3.339354787,263.8090282
0xb603954ad38e94ccff94d1f5d98495b89bb004ce,3.316039657,261.9671329
0xf8c315959fe4682d4a43355a52d4e8c4d93525c7,3.05471124,241.322188
0x423266da967ca02c34579c90f16cd230fffe165b,3.037863653,239.9912286
0x8a286c3162a1907d2a2aa4a2f774c38abb6bda7e,2.997103052,236.7711411
0x3731c0d1d9e4910a5bf8f4dbe895e5472d57b760,2.986208929,17.20980815
0x457b05a00fb67935c8e3adfec5fc9ff4052ea70d,2.869577226,226.6966008
0xfc9dd877930e9799beb663523bd31eefe3c99597,2.869577226,226.6966008
0xfe5d96f817e684ba20473e7c54f1ba3f0ad5207e,2.777010218,219.3838072
0xedcd37a845624689924e04c07b0f1e2b6c4fe200,2.577011598,27.54665721
0x3e794e92373ebffffca245abbde7a955e758d084,2.515192887,198.7002381
0x2afbf58dccae8b7fa610decb8db80d8261601cad,2.515192887,198.7002381
0xdbdc59b4ffc6f64fb24b69d35d13b65b6cdeb4b8,2.464821099,7.771485199
0xcf2fac8a9e7f45b714f04119925be23fa2912d4b,2.453025693,193.7890297
0x92872e36989f2fbbcd701297449806d089108048,2.378304992,7.621052596
0xee2c3bb9d487a84512ea8ea70d924fcc9309bc87,2.291219844,39.38223101
0xba0995c52474dfb7c48181f71454a63a2847982c,2.286538988,180.6365801
0xf368a4e099f3ed40e211236e83ca4b5d463dd67b,2.24992389,177.7439873
0xc1a017f0f322b7d8533ddd9018203532a6d62895,2.209745132,1324.964509
0xcd1a42b69392359cff4d63e4a3f46ef0acd2d733,2.122412384,167.6705783
0x4257e9592edf8bdbb9b99f2b8b6810e23fb66c14,1.951171427,154.1425427
0xd49322add203c8e04acdd53b7ff14b5e0ac861d7,1.937234488,153.0415246
0x5404cab11dbd30fd00069d473c621cd2c7b6ae66,1.920543636,151.7229472
0xbb7a8328c1747798f8782396dc81c92d6d3e8d1d,1.895423672,149.7384701
0xb159f3453da87efc0582ef3e6dae8f03482ec85f,1.870671841,147.7830754
0xa1a0e1c77eccdd42c3424a852d1d950d4f70a195,1.865647924,147.386186
0xc335a9c6e97f678fb093953e9ebe810f0e38bf90,1.863833278,147.2428289
0x536f71165ab1a25bca0686fec2b426fc0db21dec,1.851802981,146.2924355
0x011a8fc358cba4587e66f464e9aee0f62c7a647e,1.672897217,132.1588801
0x6a56ebf9c469f1f6cd7324ebd809b7e541cb9964,1.625013813,128.3760912
0x4525342aee5e0864096c189bfe0018f13e48d1e9,1.534516763,121.2268242
0xcafc736d3dce097d8038feb54ffa00b179099dc3,1.424355142,112.5240562
0x278c7f3165d6c81c111ec53494a69e1db108c083,1.399235943,110.5396395
0xa07c565326376055dcfa206ef5b84ae471fb735b,1.394158441,110.1385169
0xdefa1f091e3d65cc6d166b8a2c3a4bfc62b2bed0,1.393693877,110.1018162
0x52472d7dde0f0125e2e86bc69dee33d2659e5355,1.393300418,9.149712803
0xe1268b49d3e4e559f466239df4bee1d5cae04356,1.275567059,100.7697977
0x50eac1976f1493fce54b0572a5d0202e8b73c665,1.207868026,95.42157408
0xe07c49b95c73d4fb6b9bd8fbe8d479f2228ae467,1.199320757,94.74633982
0xde722c0d8738a1e0ec7885483331f52fb3b7f308,1.157230482,91.42120809
0x680a6114dd343556dbd3fa564f790e2d14b45d5f,1.096372516,86.61342878
0x4e37162d9b57fb82e1e344298cbc2303f158706c,1.072747556,84.74705695
0xb1c241c4272bb839fc71e54cfe11f8798486d20a,0.929129251,73.40121083
0x45c0b7175a31a176e92f97d8c2af06e397a4e2c1,0.816220967,64.48145637
0x0c526f94588ff82a0905e4e27cea910fda85fdc5,0.793288629,62.66980172
0x905e82f9705e2962e340573bce14bb2f2a4e4858,0.792900368,62.63912905
0xee73b7891d1a070f485d249adc56643d1e75c34c,0.748076922,59.09807682
0x0d8f2d85728cc0674ed76192480b1d090fd39562,0.697178661,55.0771142
0x35080cda95a7a6959effc293f4a4274110b77777,0.639222139,50.49854897
0x013cc394844aa993d73ca9a08d89dd6d046f3bcc,0.591915362,236.1742294
0x1dd132fffcdec23e8ba92f2f5a2b3638978537de,0.533724111,42.16420481
0x309934b6b1ef896d04f3536d50db456cd22d3b58,0.507611655,40.10132078
0x4cca48429326ae750b2898fa0f8e50d25a016b15,0.374653876,13.24912343
0xcab01a909275b32225e8b999c5c31d6f61ab4c4a,0.19617479,0.58852437
0x8d0770a7fc9e2f92b3c68e75c454aafab856c5b1,0.192539375,15.21061064
0x9835eaf32f65874942fc2b81e60a38c9e7095fbc,0.192069275,76.63564073
0x8578fcb44ca2fa3841e6b730d48c34d797fd6a74,0.162597619,12.8452119
0x51f6f9edfaff308390795e3de628b96967e35a08,0.160178666,43.08806109
0xe40046ac333cd9555165f0896af6d0b1decc364f,0.103767702,10.09665201
0xdabb31a868817da1543c04dc322032e54d01c5de,0.029731262,11.86277365
0xfc558d9c0d19d242b6fba0f0ef3ba8d3bb2286d1,0.016151569,0.019758593
